data,SP100,MIB30,DAX30,SMI,EUR,CHF
1/1/1999,604.03,35152,5002.39,7160.7,0.8516,1.413
1/4/1999,604.93,37417,5252.36,7441.8,0.8475,1.3655
1/5/1999,615.38,37807,5253.91,7545.8,0.8486,1.3697
1/6/1999,631,37807,5443.62,7668.8,0.8532,1.3926
1/7/1999,632.76,37797,5323.21,7549.7,0.8568,1.3776
1/8/1999,636.02,37670,5392.84,7633.7,0.8656,1.3935
1/11/1999,629.42,36733,5270.6,7464.4,0.867,1.4005
1/12/1999,616.49,35801,5200.1,7427.2,0.8663,1.3875
1/13/1999,612.83,34218,4931.8,7125,0.8544,1.3645
1/14/1999,600.85,34190,4912.75,7088,0.8546,1.3575
1/15/1999,616.46,35042,4960.22,7218.1,0.8628,1.3831
1/18/1999,616.46,35887,5050.4,7248.1,0.8623,1.3815
1/19/1999,623.32,35113,5073.15,7207.7,0.8615,1.3765
1/20/1999,626.01,35382,5143.06,7300.2,0.8642,1.3887
1/21/1999,617.08,34601,5156.67,7125.4,0.8633,1.3853
1/22/1999,610.38,33745,5019.28,7036.4,0.8634,1.382
1/25/1999,616.06,33648,4982.45,7076.2,0.8649,1.387
1/26/1999,627.17,33806,4986.8,7074.6,0.864,1.389
1/27/1999,621.35,33749,5061.18,7030.2,0.8693,1.4098
1/28/1999,632.23,34446,5096.41,7137.8,0.8758,1.4123
1/29/1999,640.44,34672,5159.96,7201.2,0.8805,1.4157
2/1/1999,635.67,35164,5190.82,7291.2,0.8846,1.4217
2/2/1999,629.28,34623,5166.87,7225.1,0.8807,1.4133
2/3/1999,635.66,34192,5085.66,7193,0.8814,1.4175
2/4/1999,622.28,34021,5077.85,7137.2,0.8857,1.414
2/5/1999,617.67,33944,5080.77,7137,0.886,1.4233
2/8/1999,621.7,33328,5027.22,7055.9,0.889,1.4157
2/9/1999,606.52,32336,4904.35,6943,0.885,1.4185
2/10/1999,612.43,32879,4796.82,6891.2,0.8832,1.4085
2/11/1999,628.27,33405,4839.33,6898.9,0.8851,1.4265
2/12/1999,616.14,33852,4888.74,6963.1,0.8867,1.4155
2/15/1999,616.14,34346,4879.55,6988.5,0.8899,1.4155
2/16/1999,619.74,33759,4904.68,7015.2,0.8945,1.4257
2/17/1999,612.65,33561,4810.09,7045.9,0.8902,1.4205
2/18/1999,618.18,33741,4845.08,6981.6,0.8911,1.4285
2/19/1999,620.29,34384,4802.38,6942.7,0.9012,1.4455
2/22/1999,635.25,35497,4845.18,7076.7,0.9065,1.4493
2/23/1999,635.45,35411,4987.56,7145.7,0.9107,1.4477
2/24/1999,624.95,36013,5062.31,7233.7,0.9129,1.446
2/25/1999,623.25,35010,4958.58,7101.8,0.9049,1.439
2/26/1999,618.42,35055,4911.81,7063.8,0.9109,1.447
3/1/1999,618.06,34768,4784.31,6995,0.9146,1.4623
3/2/1999,611.39,34764,4804.02,6976.5,0.9151,1.4565
3/3/1999,612,34148,4697.67,6986.1,0.9159,1.4601
3/4/1999,623.22,35148,4678.72,7106.8,0.9234,1.47
3/5/1999,638.99,36367,4839.09,7213.3,0.9216,1.4687
3/8/1999,643.07,35759,4788.69,7185.9,0.9189,1.463
3/9/1999,640.93,36382,4758.46,7267.2,0.9184,1.4668
3/10/1999,644.4,36870,4721.41,7209.4,0.9128,1.4595
3/11/1999,649.85,37111,4754.41,7322.6,0.9232,1.4535
3/12/1999,648.27,36479,5008.16,7250.7,0.9137,1.4648
3/15/1999,655.48,37069,5029.24,7240.9,0.9137,1.4643
3/16/1999,655.67,36806,5094.63,7218.9,0.9167,1.454
3/17/1999,650.88,36643,5077.43,7231.8,0.9084,1.4514
3/18/1999,659.25,37004,5013.62,7195.7,0.9102,1.4577
3/19/1999,650.11,37220,5099.48,7208.3,0.9152,1.467
3/22/1999,649.55,36606,5027.06,7153.6,0.917,1.4632
3/23/1999,631.9,35919,4915.03,7013.6,0.9177,1.4575
3/24/1999,635.5,35512,4780.13,6949,0.9157,1.46441
3/25/1999,647.53,36046,4860.26,7082.2,0.9197,1.472
3/26/1999,643.68,35650,4775.17,7008.2,0.9316,1.4793
3/29/1999,659.47,36493,4876.92,7086.3,0.9331,1.4847
3/30/1999,655.98,36463,4856.84,7024.1,0.9292,1.4903
3/31/1999,646.59,36975,4884.2,7130.2,0.9263,1.4815
4/1/1999,649.92,36611,4914.59,7132.4,0.9249,1.48
4/2/1999,649.92,36611,4914.59,7132.4,0.927,1.481
4/5/1999,664.86,36611,4914.59,7132.4,0.9327,1.4893
4/6/1999,665.29,37093,4965.29,7170,0.9292,1.473
4/7/1999,672.84,37065,5052.27,7216.8,0.9263,1.4824
4/8/1999,679.49,37152,5068.75,7332.9,0.923,1.4863
4/9/1999,681.34,36760,5124.18,7386.9,0.9279,1.4825
4/12/1999,685.45,36707,5159.16,7352.9,0.9219,1.4855
4/13/1999,681.45,36995,5199.18,7366.2,0.9267,1.4905
4/14/1999,668.93,36830,5182.16,7378.2,0.925,1.4836
4/15/1999,669.61,36574,5181.01,7234.1,0.9321,1.4936
4/16/1999,668.65,36554,5155.35,7164.8,0.9341,1.497
4/19/1999,652.89,36763,5220.15,7248.8,0.9422,1.503
4/20/1999,662.08,36475,5087.29,7129.4,0.9384,1.5063
4/21/1999,676.68,36663,5163.29,7124.7,0.9427,1.51
4/22/1999,690.01,36598,5218.82,7179.8,0.9437,1.504
4/23/1999,687.41,36513,5195.42,7145.8,0.9394,1.5095
4/26/1999,689.98,36172,5256.22,7254.7,0.9431,1.514
4/27/1999,689.36,36915,5347.5,7377.3,0.9391,1.5077
4/28/1999,683.84,36638,5348.61,7360.9,0.9405,1.5113
4/29/1999,679.54,36470,5334.42,7304.6,0.9442,1.5207
4/30/1999,675.65,36791,5393.11,7335.5,0.9452,1.522
5/3/1999,685.08,36840,5377.56,7443.1,0.9463,1.5237
5/4/1999,673.28,36833,5383.21,7355.9,0.9426,1.5115
5/5/1999,682.34,36623,5307.22,7283.8,0.9364,1.493
5/6/1999,674.54,36483,5274.45,7234.9,0.9277,1.4887
5/7/1999,681.74,36348,5297.38,7215.4,0.927,1.49432
5/10/1999,677.92,36267,5205.95,7225.6,0.9257,1.491
5/11/1999,683.77,35901,5249.15,7202.2,0.9323,1.501
5/12/1999,687.45,35489,5248.02,7161.5,0.9369,1.505
5/13/1999,689.25,35743,5248.02,7161.5,0.9409,1.5025
5/14/1999,673.57,34908,5173.25,7071.1,0.9346,1.503
5/17/1999,675.06,34222,5114.47,6910.9,0.9368,1.5032
5/18/1999,673.01,34817,5154.94,7007.8,0.9376,1.5005
5/19/1999,678.96,35667,5181.51,7034.9,0.9383,1.5003
5/20/1999,675.2,35750,5235.64,7109.1,0.9412,1.5017
5/21/1999,671.76,36118,5264.68,7055.2,0.9473,1.5166
5/24/1999,658.39,35622,5264.68,7055.2,0.9458,1.5115
5/25/1999,647.45,35549,5143.1,6887.6,0.9425,1.5012
5/26/1999,659.57,35628,5160.44,6895.1,0.9544,1.5247
5/27/1999,647.78,35073,5083.83,6750.6,0.9561,1.5247
5/28/1999,658.66,35125,5068.73,6787.9,0.9563,1.5275
5/31/1999,658.66,35320,5069.83,6911.6,0.9589,1.5275
6/1/1999,654.21,35003,5021.24,6877.9,0.9556,1.5237
6/2/1999,655.69,34930,4997.83,6970.8,0.9653,1.5357
6/3/1999,657.66,35470,4997.83,7060.2,0.9659,1.5403
6/4/1999,672.42,35399,5107.81,7156.4,0.9704,1.5322
6/7/1999,676.15,35595,5190.15,7215.1,0.9712,1.5427
6/8/1999,665.5,35661,5211.08,7194.8,0.959,1.5213
6/9/1999,667.38,35688,5253.89,7190.6,0.9587,1.5225
6/10/1999,659.62,35370,5206.47,7026.4,0.9533,1.5222
6/11/1999,654.87,35371,5262.15,7054.6,0.953,1.517
6/14/1999,656.26,34856,5268.87,7030.8,0.9584,1.5308
6/15/1999,660.4,34940,5342.86,7060.1,0.9601,1.5305
6/16/1999,676.92,35411,5381.25,7103.1,0.9695,1.5483
6/17/1999,682.36,35429,5412,7153,0.9693,1.5433
6/18/1999,683.47,35717,5430.32,7189.8,0.9628,1.5378
6/21/1999,687.37,35677,5468.47,7266.4,0.9692,1.5415
6/22/1999,680.58,35491,5468.67,7168,0.9703,1.5455
6/23/1999,678.6,35495,5399.11,7076,0.9698,1.5457
6/24/1999,670.85,35451,5327.6,7031,0.9666,1.5349
6/25/1999,671.29,35228,5301.21,6964,0.9555,1.532
6/28/1999,679.76,35180,5356.95,6945.9,0.964,1.5457
6/29/1999,691.51,35222,5359.53,7007,0.9673,1.55
6/30/1999,704.47,35004,5378.52,6908.9,0.9696,1.5502
7/1/1999,709.49,35355,5480.22,7091.5,0.9759,1.5692
7/2/1999,716.28,35385,5519.05,7206.2,0.9785,1.5678
7/5/1999,716.28,36093,5625.62,7292.2,0.9774,1.5678
7/6/1999,714.28,36364,5612.9,7203,0.9756,1.566
7/7/1999,719.75,36269,5588.5,7155.8,0.9781,1.5695
7/8/1999,718.31,36270,5607.1,7171.9,0.9823,1.5708
7/9/1999,722.88,36325,5638.95,7156.1,0.9814,1.579
7/12/1999,721.86,36276,5652.02,7176.7,0.9863,1.582
7/13/1999,719.79,35707,5573.82,7066,0.9823,1.5777
7/14/1999,721.58,35888,5610.89,7093.9,0.9797,1.5735
7/15/1999,726.88,36014,5619.26,7112.5,0.976,1.575
7/16/1999,733.79,35772,5619.94,7077.2,0.9787,1.5751
7/19/1999,728.04,35681,5624.74,7104.2,0.9829,1.5575
7/20/1999,710.03,34936,5491.29,6990.8,0.9606,1.541
7/21/1999,710.27,34132,5414.17,7016.9,0.9523,1.525
7/22/1999,700.91,34017,5340.91,6949.7,0.9531,1.529
7/23/1999,698.88,33526,5310.63,6802.1,0.9554,1.5295
7/26/1999,692.91,32915,5206.44,6729.6,0.9384,1.5071
7/27/1999,701.51,33033,5224.16,6817.9,0.941,1.5072
7/28/1999,703.04,32703,5229.56,6829.2,0.9422,1.498
7/29/1999,690.4,31842,5052.32,6713.6,0.9333,1.4878
7/30/1999,683.29,32584,5101.87,6887.4,0.9343,1.4897
8/2/1999,682.33,32999,5129.5,6925.6,0.9379,1.493
8/3/1999,681.54,32827,5107.68,6916.7,0.9377,1.4967
8/4/1999,674.26,32534,5119.37,6895.2,0.9291,1.4848
8/5/1999,681.19,31850,4978.45,6751.1,0.9258,1.4878
8/6/1999,674.13,31618,5010.47,6710.5,0.9275,1.4877
8/9/1999,671.74,32250,5087.3,6721.8,0.9346,1.4945
8/10/1999,665.41,31773,5000.87,6616.7,0.9318,1.4957
8/11/1999,676.39,31889,5019.69,6686,0.9381,1.504
8/12/1999,673.07,32732,5127.43,6806.1,0.9393,1.5005
8/13/1999,688.82,33080,5219.43,6934.4,0.9463,1.5164
8/16/1999,692.67,33159,5257.1,6988.9,0.9462,1.5137
8/17/1999,699.28,33548,5259.91,6993.8,0.9517,1.523
8/18/1999,693.1,33233,5230.47,6988.8,0.9489,1.5201
8/19/1999,687.83,32912,5186.85,6990.9,0.941,1.5005
8/20/1999,696.59,33280,5219.85,7051.5,0.9391,1.4957
8/23/1999,709.93,33804,5301.98,7147.5,0.9452,1.526
8/24/1999,713.56,34054,5324.02,7104.3,0.9502,1.5191
8/25/1999,723.83,34341,5400.32,7142.7,0.9564,1.5383
8/26/1999,714.6,34566,5389.34,7141.9,0.959,1.5343
8/27/1999,707.97,34541,5420.36,7167.7,0.9565,1.5282
8/30/1999,695.24,34371,5392.53,7155,0.9571,1.5297
8/31/1999,692.24,33627,5270.77,7008.8,0.9467,1.5135
9/1/1999,698.2,33828,5317.12,7094.5,0.9439,1.5135
9/2/1999,693.71,33150,5189.92,7014.9,0.9337,1.4935
9/3/1999,713.89,34001,5336.22,7137.6,0.9431,1.507
9/6/1999,713.89,34272,5400.55,7200.1,0.9454,1.507
9/7/1999,711.37,34012,5391.36,7187.7,0.9438,1.5103
9/8/1999,707.66,34248,5400.7,7160.2,0.9434,1.5103
9/9/1999,709.81,34359,5436.86,7193.7,0.9467,1.5184
9/10/1999,712.8,34665,5483.95,7171.9,0.9549,1.552
9/13/1999,708.77,34546,5446.91,7059,0.9627,1.5409
9/14/1999,704.8,34349,5401.47,7030.7,0.9588,1.5488
9/15/1999,693.81,34345,5387.18,7048.1,0.9619,1.5412
9/16/1999,694.89,34356,5304.42,6985,0.9614,1.5413
9/17/1999,704.95,34562,5303.94,7026.6,0.9612,1.541
9/20/1999,704.92,34621,5351.98,7072.3,0.9605,1.5512
9/21/1999,689.81,34516,5282.76,7043,0.9546,1.5268
9/22/1999,691.2,34587,5238.76,7018,0.9521,1.5369
9/23/1999,674.23,34930,5299.57,7065.8,0.9586,1.52498
9/24/1999,672.8,34785,5190.2,6965.7,0.9554,1.5328
9/27/1999,675.52,34751,5239.64,7061.4,0.9575,1.5308
9/28/1999,675.45,34569,5119.1,6917.4,0.9524,1.521
9/29/1999,663.73,33960,5135.62,6892.8,0.9427,1.503
9/30/1999,672.38,33813,5149.83,6907.4,0.939,1.4954
10/1/1999,670.31,33797,5124.55,6878.6,0.9347,1.484
10/4/1999,682.59,34052,5218.86,7007.9,0.9346,1.4834
10/5/1999,682.91,33983,5301.85,6999,0.9362,1.4818
10/6/1999,694.84,34044,5353.32,7024.5,0.934,1.4896
10/7/1999,689.73,34089,5419.31,7065.2,0.9317,1.4868
10/8/1999,698.45,33903,5419.26,7096.5,0.9409,1.5013
10/11/1999,697.77,33837,5414.5,7110,0.9399,1.5013
10/12/1999,686.23,33195,5358.46,7023,0.9321,1.4797
10/13/1999,671.2,32952,5295.43,6952.3,0.9292,1.4706
10/14/1999,672.05,32707,5220.29,6952.8,0.9275,1.4755
10/15/1999,651.75,32081,5184.23,6787.2,0.9188,1.4568
10/18/1999,656.79,31602,5156.28,6712.1,0.9218,1.4689
10/19/1999,660.27,32188,5255.51,6871.3,0.9262,1.467
10/20/1999,679.23,32017,5291.23,6858,0.9279,1.4826
10/21/1999,676.67,31922,5246.49,6783,0.9252,1.4749
10/22/1999,685.63,32494,5357.75,6876.9,0.9353,1.4965
10/25/1999,682.38,32060,5320.4,6820.3,0.9366,1.4971
10/26/1999,678.67,32172,5388.76,6890.4,0.9444,1.5106
10/27/1999,683.81,32165,5363.86,6873.9,0.9498,1.5231
10/28/1999,704.2,32860,5478.89,7037.1,0.951,1.5248
10/29/1999,717.03,33013,5525.4,7160.3,0.9514,1.5213
11/1/1999,712.2,33013,5524.92,7156.9,0.953,1.5255
11/2/1999,707.82,32835,5546.95,7189.7,0.953,1.5272
11/3/1999,710.83,32807,5560.87,7265.2,0.9541,1.5342
11/4/1999,714.85,33249,5635.62,7301.3,0.9574,1.5569
11/5/1999,718.8,33066,5658.1,7345.5,0.9604,1.5478
11/8/1999,724.63,33124,5647.94,7348.9,0.9642,1.549
11/9/1999,717.8,33543,5694.73,7343,0.9612,1.5455
11/10/1999,720.88,33771,5742.42,7359.2,0.9583,1.5396
11/11/1999,725.11,34107,5802.36,7421.2,0.961,1.5432
11/12/1999,731.13,33930,5791.05,7421.2,0.9691,1.5568
11/15/1999,728.77,34231,5859.29,7415.8,0.9702,1.555
11/16/1999,742.94,34408,5909.52,7419.2,0.9701,1.5532
11/17/1999,739.77,34154,5870.17,7398.4,0.9622,1.5393
11/18/1999,749.7,34662,5950.05,7402.6,0.9693,1.5563
11/19/1999,749.3,34965,5955.97,7367.4,0.9715,1.5558
11/22/1999,754.34,34873,5819.89,7313.9,0.9682,1.5527
11/23/1999,746.95,34790,5814.74,7279.7,0.9715,1.5562
11/24/1999,753.2,35070,5818.73,7243.9,0.9807,1.5702
11/25/1999,753.2,35706,5961.45,7314.5,0.9809,1.5702
11/26/1999,753.56,35726,5958.07,7359.8,0.9884,1.5781
11/29/1999,749.3,36311,5888.88,7400,0.9935,1.5879
11/30/1999,738.73,36031,5896.04,7399.7,0.9931,1.5876
12/1/1999,748.56,36464,5933.84,7478.4,0.9922,1.5883
12/2/1999,752.53,36432,5937.2,7485.3,0.9965,1.5962
12/3/1999,767.48,37112,6119.17,7547.3,0.9986,1.5925
12/6/1999,762.75,37363,6142.19,7441.3,0.9779,1.5632
12/7/1999,756.09,37867,6158.77,7406.1,0.9777,1.5603
12/8/1999,754.11,38781,6115.59,7336.5,0.9759,1.557
12/9/1999,757.39,38724,6118.06,7342.8,0.9825,1.5672
12/10/1999,763.48,38482,6097.9,7299.7,0.9839,1.5813
12/13/1999,763.13,39159,6127.2,7292.7,0.9885,1.5791
12/14/1999,758.63,39685,6187.99,7308.3,0.9944,1.5922
12/15/1999,767.27,39118,6232.75,7247.8,0.9964,1.5895
12/16/1999,772.06,39584,6341.29,7317.4,0.9822,1.5761
12/17/1999,773.94,40056,6353.9,7351.3,0.9906,1.5895
12/20/1999,771.3,40656,6378.66,7389.7,0.9916,1.5766
12/21/1999,778.86,39702,6418.68,7301.4,0.9912,1.5862
12/22/1999,781.92,40814,6492.53,7300.9,0.9921,1.5862
12/23/1999,793.16,41602,6782.39,7397.2,0.9847,1.581
12/24/1999,793.16,41602,6782.39,7397.2,0.9847,1.581
12/27/1999,794.58,42369,6837.41,7413.3,0.988,1.5845
12/28/1999,794.7,42906,6861.54,7447.2,0.9928,1.5948
12/29/1999,793.64,42802,6859.58,7488.7,0.9953,1.5977
12/30/1999,792.14,42991,6958.14,7570.1,0.9976,1.5944
12/31/1999,792.83,42991,6958.14,7570.1,0.9976,1.5921
1/3/2000,788.8,41477,6750.76,7570.1,0.9849,1.5647
1/4/2000,759.02,40468,6586.95,7268.1,0.9707,1.5555
1/5/2000,761.52,39449,6502.07,7181.3,0.9674,1.555
1/6/2000,762.64,38736,6474.92,7280.6,0.9663,1.5534
1/7/2000,783.48,40199,6780.96,7448,0.9719,1.5648
1/10/2000,790.92,39716,6925.52,7452.8,0.9742,1.5687
1/11/2000,785.25,39847,6891.25,7420.1,0.9711,1.5585
1/12/2000,782.73,40343,6912.81,7440.2,0.9734,1.5623
1/13/2000,787.95,40623,6955.98,7436.9,0.9735,1.5725
1/14/2000,797.52,41917,7173.22,7513.9,0.9878,1.592
1/17/2000,797.52,41926,7258.9,7507,0.9918,1.5963
1/18/2000,795.69,41550,7072.12,7384.1,0.9892,1.5917
1/19/2000,790.31,41965,7091.04,7336.8,0.9902,1.5943
1/20/2000,783.33,42242,7112.66,7251.2,0.9905,1.5839
1/21/2000,779.78,42317,6992.75,7236,0.993,1.597
1/24/2000,758.73,42605,6931.99,7127.9,0.9977,1.6008
1/25/2000,767.31,41683,6809.64,6954.8,0.9935,1.6115
1/26/2000,762.8,42077,6969.37,6963.6,0.9988,1.6101
1/27/2000,759.61,42735,7126.13,7113.4,1.0117,1.6323
1/28/2000,738.05,42541,7066.6,7029.6,1.0205,1.6475
1/31/2000,754.27,42130,6835.6,6894.7,1.0221,1.6571
2/1/2000,766.89,43001,7050.46,7025.2,1.0279,1.6562
2/2/2000,763.92,43687,7171.95,7097.4,1.0286,1.65
2/3/2000,771.95,44790,7354.26,7182.9,1.0161,1.6235
2/4/2000,775.52,45047,7444.61,7148.7,1.0206,1.6347
2/7/2000,774.19,44496,7296.32,7131.3,1.0223,1.6384
2/8/2000,782.2,45850,7549.88,7130.9,1.0138,1.6295
2/9/2000,765.47,45914,7629.11,7031.7,1.0102,1.6199
2/10/2000,768.98,46620,7709.27,6998,1.0148,1.6303
2/11/2000,752.05,47724,7611.55,6973.4,1.0148,1.6266
2/14/2000,756.8,48571,7644.8,6921.7,1.0203,1.6412
2/15/2000,763.06,46500,7396.13,6806.4,1.0168,1.637
2/16/2000,754.2,47245,7490.32,6933.3,1.0166,1.6261
2/17/2000,752.19,47623,7580.53,7029.4,1.0142,1.623
2/18/2000,728.52,47356,7573.78,7047,1.0151,1.628
2/21/2000,728.52,46614,7590.53,6962.7,1.0131,1.628
2/22/2000,731.58,46746,7607.94,7037.5,0.993,1.6029
2/23/2000,736.3,48121,7698.97,7091.7,0.9962,1.6069
2/24/2000,731.16,48052,7640.53,7043.8,1.0039,1.62
2/25/2000,719.78,49590,7738.68,6989.1,1.0217,1.6503
2/28/2000,727.75,48971,7587.13,6917.8,1.0342,1.6539
2/29/2000,738.64,49580,7644.55,6910.1,1.0386,1.664
3/1/2000,743.55,49763,7727.93,6959.1,1.033,1.6515
3/2/2000,750.27,50664,7945.77,7052.4,1.0349,1.6635
3/3/2000,765.95,50419,7960.03,7025.3,1.0397,1.6725
3/6/2000,752.95,51093,7975.78,7087.7,1.0403,1.6765
3/7/2000,732.25,49853,8064.97,7050.2,1.0444,1.6751
3/8/2000,739.86,49665,7987,6945.5,1.0447,1.6714
3/9/2000,756.97,50255,7949.15,6902,1.032,1.6635
3/10/2000,749.5,50467,7975.95,6907.9,1.0368,1.6704
3/13/2000,743,49353,7693.85,6781.4,1.0343,1.6705
3/14/2000,730.75,49266,7650.05,6838.2,1.0386,1.6657
3/15/2000,749.3,47769,7414.46,6856.3,1.032,1.6659
3/16/2000,781.93,48491,7583.96,7131.5,1.0275,1.6595
3/17/2000,786.73,49347,7710.92,7100.6,1.0326,1.6585
3/20/2000,785.3,48768,7872.38,7166.9,1.0315,1.6564
3/21/2000,806.88,48177,7807.93,7266.3,1.0295,1.672
3/22/2000,810.55,47246,7798.62,7388.2,1.04,1.6738
3/23/2000,831.7,47197,7694.78,7360.2,1.0305,1.6475
3/24/2000,832.66,48549,7932.42,7440.4,1.0292,1.6244
3/27/2000,830.17,48471,7892.49,7366,1.0303,1.6435
3/28/2000,821.41,48150,7931.93,7372.1,1.0339,1.656
3/29/2000,827.5,48054,7864.76,7401.5,1.049,1.6745
3/30/2000,813.81,46690,7644.89,7382.8,1.0465,1.6572
3/31/2000,815.06,46693,7599.39,7428.1,1.045,1.6649
4/3/2000,820.63,45298,7429.22,7522.8,1.0456,1.6516
4/4/2000,813.3,45960,7522.8,7606.4,1.0474,1.6382
4/5/2000,806.3,44683,7330.77,7490.4,1.0355,1.6348
4/6/2000,814.09,46085,7446.21,7476.1,1.0426,1.638
4/7/2000,821.52,46284,7522.2,7450.8,1.0432,1.6445
4/10/2000,817.14,46170,7516.95,7410.7,1.042,1.6359
4/11/2000,816.77,45048,7442.66,7471.5,1.0385,1.641
4/12/2000,792.91,45424,7443.07,7550.6,1.044,1.6435
4/13/2000,777.3,45534,7449.06,7581.3,1.0466,1.6477
4/14/2000,731.95,44330,7214.83,7494.4,1.0459,1.6335
4/17/2000,762.48,43495,7187.14,7329.6,1.0472,1.6493
4/18/2000,785.92,43927,7196.49,7340.2,1.0535,1.6629
4/19/2000,771.63,43889,7216.71,7354.1,1.0632,1.6687
4/20/2000,777.13,44852,7157.95,7371.1,1.0644,1.6765
4/21/2000,777.12,44852,7157.95,7371.1,1.0644,1.6753
4/24/2000,772.55,44852,7157.95,7371.1,1.0642,1.6763
4/25/2000,795.55,45388,7280.51,7433.2,1.0783,1.7063
4/26/2000,789.06,45355,7388.55,7437.8,1.0827,1.7025
4/27/2000,790.7,45016,7221.74,7400.8,1.097,1.7273
4/28/2000,781.42,45750,7414.68,7406.2,1.0973,1.719
5/1/2000,791.13,45750,7414.68,7406.2,1.1008,1.7076
5/2/2000,779.25,47397,7555.92,7527,1.1014,1.7182
5/3/2000,761.19,46376,7376.93,7496.7,1.1216,1.7243
5/4/2000,757,47190,7386.71,7499.9,1.1208,1.7386
5/5/2000,769.8,47122,7530.82,7499.4,1.1201,1.73
5/8/2000,763.59,46698,7408.09,7521.3,1.1188,1.7262
5/9/2000,757.81,45827,7280.54,7595.4,1.1082,1.7146
5/10/2000,739.91,45690,7120.86,7587.5,1.0973,1.7185
5/11/2000,754.73,46198,7259.48,7706.9,1.1066,1.7265
5/12/2000,761.67,46645,7269.28,7736.7,1.1029,1.6927
5/15/2000,776.53,46645,7195.15,7722.9,1.0912,1.7069
5/16/2000,784.23,48401,7371.06,7768,1.1048,1.7209
5/17/2000,772.53,46247,7211.51,7728.7,1.1223,1.7349
5/18/2000,766.83,46603,7181.58,7795.6,1.1189,1.74
5/19/2000,752.95,44678,6989.03,7718.7,1.1201,1.7262
5/22/2000,748.05,43580,6912.96,7711.7,1.1062,1.7221
5/23/2000,732.55,44728,6927.69,7825.7,1.1004,1.7228
5/24/2000,747.09,44163,6834.88,7846.1,1.102,1.7218
5/25/2000,736.95,45229,6978.87,7938.3,1.1027,1.7137
5/26/2000,736.08,45324,6938.33,7821.7,1.08,1.6802
5/29/2000,736.08,45784,7016.66,7846.8,1.0779,1.6802
5/30/2000,761.42,46334,7119.26,7754.3,1.0724,1.6881
5/31/2000,761.55,45933,7109.67,7754,1.0783,1.6805
6/1/2000,777.59,46842,7272.76,7768,1.074,1.6862
6/2/2000,792.69,47228,7438.95,7841.6,1.0591,1.6695
6/5/2000,790.75,46894,7408.02,7791.1,1.0588,1.6595
6/6/2000,783.39,46375,7359.8,7746.6,1.0429,1.6462
6/7/2000,791.13,47030,7292.98,7797.9,1.0448,1.6301
6/8/2000,785.33,46780,7243.13,7809.8,1.0488,1.6379
6/9/2000,779.7,47102,7254.53,7796.8,1.0515,1.6422
6/12/2000,774.25,46892,7235.64,7796.8,1.0483,1.6385
6/13/2000,789.43,47145,7268.91,7817.1,1.0409,1.6281
6/14/2000,790.35,47613,7350.94,7888.1,1.0428,1.6319
6/15/2000,798.88,47612,7328.62,7827.9,1.0498,1.6367
6/16/2000,788.74,46712,7131.4,7845.6,1.0408,1.6165
6/19/2000,802.91,46665,7198.8,7794.6,1.0413,1.6225
6/20/2000,797.56,46836,7227.27,7796.6,1.0467,1.6277
6/21/2000,800,46432,7100.09,7760.2,1.0569,1.6385
6/22/2000,785.09,45951,7053.67,7664.4,1.0644,1.6449
6/23/2000,781.07,46461,6980.41,7677,1.0678,1.6565
6/26/2000,789.21,46516,7027.19,7686.1,1.0671,1.6489
6/27/2000,784.94,46331,7048.96,7691.8,1.0601,1.638
6/28/2000,788,46915,7056.05,7727.8,1.0572,1.6426
6/29/2000,779.74,45979,6874.54,7710.5,1.0499,1.6371
6/30/2000,790.25,46736,6898.21,7761.6,1.0432,1.6324
7/3/2000,796.03,47040,6958.96,7789.7,1.0509,1.6323
7/4/2000,796.03,46880,6944.36,7828.7,1.0527,1.6335
7/5/2000,783.37,46953,6961.73,7866.7,1.0455,1.6221
7/6/2000,789.92,47316,6951.09,7911.7,1.0464,1.6241
7/7/2000,803,48067,7052.22,7903.7,1.0535,1.6285
7/10/2000,799.59,48018,7070.82,7911.1,1.0496,1.6273
7/11/2000,801.05,48381,7003.98,7927.3,1.0515,1.6323
7/12/2000,805.91,48215,7065.97,7895.2,1.0589,1.6515
7/13/2000,808.03,48545,7195.99,7951.7,1.0693,1.6587
7/14/2000,815.52,48403,7318.38,7938.9,1.067,1.6512
7/17/2000,817.75,48449,7430.7,7903.2,1.0697,1.6572
7/18/2000,807.19,48192,7406.91,7896.2,1.0726,1.6597
7/19/2000,802.95,48234,7366.57,7933.5,1.0819,1.6779
7/20/2000,813.09,48735,7480.14,7946.7,1.0817,1.6677
7/21/2000,804.55,48243,7373.26,7900.4,1.0724,1.6595
7/24/2000,795.83,47827,7328.31,8009.2,1.0717,1.6682
7/25/2000,802.44,47877,7329.04,8014.7,1.0624,1.6528
7/26/2000,791.19,47312,7302.12,8005.4,1.0612,1.6488
7/27/2000,793.04,46430,7183.44,7992.6,1.0647,1.6602
7/28/2000,776.18,45883,7128.3,7997.8,1.0786,1.6765
7/31/2000,782.64,46429,7190.37,8023.2,1.0792,1.67
8/1/2000,784.01,46259,7145.53,8023.2,1.0804,1.683
8/2/2000,783.02,46221,7112.45,8151.2,1.0942,1.6892
8/3/2000,791.14,45471,7037.91,8137.7,1.1057,1.7053
8/4/2000,795.85,45676,7016.59,8119.6,1.1006,1.7053
8/7/2000,803.72,46727,7113.22,8251,1.1008,1.7007
