data,SP100,MIB30,DAX30,SMI,EUR,CHF
9/16/2002,446.65,24387,3319.05,4956.7,1.0288,1.5156
9/17/2002,438.55,24156,3289.13,4909.8,1.0318,1.5096
9/18/2002,435.99,23450,3124.92,4814.5,1.023,1.5018
9/19/2002,423.06,23064,3007.47,4730.6,1.0175,1.4809
9/20/2002,423.9,22716,3065.73,4737.5,1.0168,1.4928
9/23/2002,417.38,21664,2914.25,4561.4,1.0165,1.4971
9/24/2002,410.87,21662,2873.21,4566.4,1.0196,1.4895
9/25/2002,421.68,21967,2962.5,4644.6,1.0212,1.4992
9/26/2002,428.51,22664,3020.6,4899.1,1.0241,1.5014
9/27/2002,413.22,22562,2918.9,4909.3,1.025,1.49475
9/30/2002,407.25,21577,2769.03,4783,1.0118,1.47595
10/1/2002,425.74,21715,2865.23,4718.6,1.0156,1.4896
10/2/2002,415.93,22211,2926.74,4848.7,1.0156,1.47865
10/3/2002,412.27,22184,2813.3,4788.7,1.0125,1.4779
10/4/2002,403.22,21546,2714.62,4677,1.018,1.4913
10/7/2002,396.15,21474,2667.39,4566.4,1.0178,1.4866
10/8/2002,402.88,21044,2622.09,4497.4,1.0219,1.49775
10/9/2002,392.69,20853,2597.88,4435,1.0135,1.4785
10/10/2002,405.91,21517,2733.19,4333.1,1.015,1.4843
10/11/2002,422.68,22201,2930.74,4769.5,1.0144,1.4823
10/14/2002,425.54,21953,2850.11,4723.9,1.0132,1.47865
10/15/2002,447.26,23342,3048.27,4996.3,1.0177,1.48125
10/16/2002,436.19,23018,3008.93,4925.1,1.018,1.4938
10/17/2002,446.21,23533,3172.46,4993.3,1.0283,1.51165
10/18/2002,449.02,23389,3163.67,4967.2,1.0291,1.51195
10/21/2002,456.24,23608,3282.67,4918,1.027,1.51115
10/22/2002,452.59,23427,3155.97,4882.4,1.0234,1.5024
10/23/2002,454.73,23008,3015.42,4761.3,1.0244,1.50355
10/24/2002,447.88,23593,3090.01,4896.7,1.0267,1.50115
10/25/2002,455.65,23489,3102.01,4939.2,1.0233,1.5033
10/28/2002,452.09,23690,3198.96,4901.6,1.0172,1.48835
10/29/2002,448.86,22834,3022.01,4753.2,1.0148,1.49005
10/30/2002,452.6,23600,3113.59,4886,1.0166,1.488
10/31/2002,451.2,23779,3152.85,4949.1,1.0098,1.4762
11/1/2002,458.16,23462,3165.16,4894,1.0035,1.46735
11/4/2002,462.26,24566,3327.94,5026.8,1.0049,1.4655
11/5/2002,467.93,24695,3351.32,5039.1,0.9995,1.46395
11/6/2002,471.06,24439,3298.84,5011.6,1.0027,1.4556
11/7/2002,460.55,23756,3155.66,4899.2,0.9922,1.45035
11/8/2002,457.39,23539,3079.1,4845.4,0.9874,1.4428
11/11/2002,447.63,23249,3042.06,4791.9,0.9893,1.44785
11/12/2002,450.5,23661,3115.88,4855.3,0.99,1.4443
11/13/2002,450.61,23599,3066.42,4832.3,0.9915,1.45405
11/14/2002,461.14,24266,3188.39,4949.4,0.9957,1.4608
11/15/2002,463.72,24239,3191.76,5027.6,0.9935,1.45175
11/18/2002,459.01,24627,3218.36,5033.9,0.9914,1.4538
11/19/2002,457.69,24621,3206.93,5000.2,0.988,1.4636
11/20/2002,466.99,24737,3212.99,5034.3,0.9962,1.467
11/21/2002,477.86,25471,3304.63,5134.3,0.9994,1.46575
11/22/2002,475.03,25498,3320.88,5160.8,1.0009,1.47735
11/25/2002,476.96,25576,3299.24,5151.6,1.0078,1.48555
11/26/2002,467.08,25177,3191.63,5092,1.0073,1.4828
11/27/2002,480.36,25996,3346.14,5181.9,1.0104,1.4892
11/28/2002,480.36,26176,3360.76,5149.9,1.005,1.48465
11/29/2002,478.85,26167,3320.32,5117.5,1.0052,1.48255
12/2/2002,477.19,26115,3380.2,5150.5,1.0058,1.4769
12/3/2002,469.62,25422,3280.49,5004,1.0027,1.476
12/4/2002,468.03,25450,3320.75,5010.4,1,1.4714
12/5/2002,461.67,24924,3224.74,4950.7,0.9994,1.4711
12/6/2002,464.42,24809,3207.53,4934.8,0.9922,1.45765
12/9/2002,453.99,24178,3065.57,4863,0.9926,1.4572
12/10/2002,460.49,24546,3167.99,4909.3,0.9907,1.46215
12/11/2002,460.69,24754,3196.05,4905.8,0.9914,1.4617
12/12/2002,458.56,24438,3111.88,4880,0.9845,1.45005
12/13/2002,451.81,24108,3077.06,4847.7,0.9786,1.44305
12/16/2002,463.26,24872,3205.29,4940.1,0.9806,1.4426
12/17/2002,458.6,24660,3139.97,4902.3,0.9713,1.4291
12/18/2002,452.78,24094,3022.69,4804.6,0.9735,1.4221
12/19/2002,449.12,23840,2961.41,4781.6,0.9752,1.4239
12/20/2002,455.46,24294,3024.22,4774.6,0.9738,1.42395
12/23/2002,456.06,24285,3000.84,4731.3,0.9739,1.41815
12/24/2002,453.27,24285,3000.84,4731.3,0.9698,1.4086
12/25/2002,453.27,24285,3000.84,4731.3,0.9698,1.4059
12/26/2002,450.6,24285,3000.84,4731.3,0.9674,1.4027
12/27/2002,443.04,23728,2840,4573.9,0.961,1.4027
12/30/2002,444.77,23886,2892.63,4630.8,0.9567,1.3877
12/31/2002,444.75,23886,2892.63,4630.8,0.9529,1.38335
1/1/2003,444.75,23886,2892.63,4630.8,0.9529,1.38335
1/2/2003,459.5,24806,3105.04,4630.8,0.9641,1.40215
1/3/2003,459.2,24889,3092.94,4899.5,0.96,1.39795
1/6/2003,469.74,25173,3157.25,4916.2,0.9541,1.39485
1/7/2003,467.84,24830,3112.77,4887,0.9588,1.40075
1/8/2003,460.06,24586,2993,4882.3,0.9625,1.3871
1/9/2003,469.92,24911,3037.68,4857.9,0.9543,1.3921
1/10/2003,470.41,24836,3037.33,4854.2,0.9495,1.3805
1/13/2003,470.83,24934,3060.65,4887.8,0.9476,1.38655
1/14/2003,474.31,24990,3098.72,4965.3,0.9443,1.38575
1/15/2003,466.88,24766,3049.4,4860,0.9444,1.38475
1/16/2003,464.7,24828,3054.11,4829.2,0.9455,1.37525
1/17/2003,457.36,24001,2918.82,4753.6,0.9384,1.3693
1/20/2003,457.36,23686,2893.55,4679.7,0.9371,1.3715
1/21/2003,450.35,23305,2870.57,4650.6,0.9364,1.36335
1/22/2003,445.67,23023,2803.25,4520.2,0.9341,1.36425
1/23/2003,450.7,22905,2811.22,4528.3,0.9295,1.36315
1/24/2003,436.14,22634,2717.82,4477.4,0.9247,1.35345
1/27/2003,429.47,22241,2643.8,4314.5,0.9236,1.35365
1/28/2003,434.65,22231,2671.36,4303.5,0.9228,1.3562
1/29/2003,437.54,22444,2706.57,4332.2,0.9203,1.3575
1/30/2003,426.71,22862,2693.78,4409,0.9299,1.35575
1/31/2003,432.57,22974,2747.83,4422.5,0.9315,1.36375
2/3/2003,435.7,23178,2751.99,4471.9,0.9315,1.35995
2/4/2003,428.84,22500,2632.98,4354.3,0.9201,1.34655
2/5/2003,426.01,22899,2725.88,4385,0.9233,1.3606
2/6/2003,423.49,22603,2649,4257.3,0.9231,1.35395
2/7/2003,418.79,22598,2569.34,4222.8,0.9241,1.3541
2/10/2003,422.03,22458,2586.09,4155,0.9284,1.36875
2/11/2003,418.58,23084,2627,4254.4,0.9335,1.3671
2/12/2003,413.61,22867,2571.25,4152.2,0.9315,1.37115
2/13/2003,414.04,22804,2555.27,4159.3,0.9234,1.35405
2/14/2003,422.57,23118,2674.46,4273,0.9264,1.36205
2/17/2003,422.57,23409,2708.97,4379.4,0.9314,1.37
2/18/2003,431.48,23748,2740.14,4325.4,0.9356,1.37635
2/19/2003,428.8,23246,2624.65,4210.9,0.931,1.36775
2/20/2003,424.29,23148,2591.26,4214,0.9242,1.35685
2/21/2003,429.87,23526,2648.87,4228.7,0.925,1.36455
2/24/2003,421.47,23516,2571.35,4181.3,0.9286,1.35715
2/25/2003,424.88,22932,2485.5,4095.8,0.9301,1.3586
2/26/2003,418.72,22888,2450.2,4052,0.9266,1.35555
2/27/2003,423.5,23365,2513.22,4083.7,0.9305,1.3612
2/28/2003,425.36,23499,2547.05,4148.2,0.9278,1.3523
3/3/2003,422.18,23242,2549.65,4187.2,0.922,1.3376
3/4/2003,415.36,22925,2501.03,4046,0.9169,1.33165
3/5/2003,420.3,22700,2498.02,3966.2,0.9109,1.32975
3/6/2003,416.49,22106,2437.51,3962.6,0.9108,1.3352
3/7/2003,420.12,21769,2431.66,3880.3,0.9058,1.33615
3/10/2003,409.64,21324,2329.04,3732.1,0.9045,1.326
3/11/2003,406.74,21341,2305.3,3718.9,0.9044,1.3287
3/12/2003,408.92,20539,2202.96,3675.4,0.9072,1.33605
3/13/2003,422.99,21367,2354.31,3793.3,0.9188,1.3599
3/14/2003,424.07,22110,2403.19,4015.4,0.9291,1.36575
3/17/2003,438.64,22693,2487.12,4130.5,0.9354,1.3828
3/18/2003,440.38,22440,2584.61,4165.8,0.9405,1.38195
3/19/2003,444.84,22805,2615.22,4261.8,0.9443,1.39215
3/20/2003,445.79,22521,2604.85,4285.2,0.9418,1.387
3/21/2003,456.41,23183,2715.06,4453.3,0.9485,1.40235
3/24/2003,439.67,22475,2548.37,4230.7,0.9381,1.38385
3/25/2003,444.77,22877,2636.1,4263.6,0.9353,1.38255
3/26/2003,442.07,22893,2579.33,4247.1,0.9366,1.3808
3/27/2003,441.01,22522,2584.05,4194.5,0.9329,1.3824
3/28/2003,437.94,22650,2520.84,4207.6,0.93,1.36945
3/31/2003,429.13,21975,2423.87,4085.6,0.9164,1.35085
4/1/2003,435,22195,2450.19,4135.5,0.9173,1.35225
4/2/2003,447.46,22903,2589.35,4272.1,0.9267,1.3777
4/3/2003,445.1,23122,2569.81,4327.2,0.9314,1.3783
4/4/2003,446.69,23178,2654.07,4386.2,0.9346,1.38555
4/7/2003,447.25,23740,2808.94,4490.7,0.9409,1.38895
4/8/2003,447.15,23753,2767.79,4465,0.9373,1.3862
4/9/2003,440.53,23650,2734.1,4472.8,0.9352,1.37985
4/10/2003,442.73,23481,2697.1,4374.2,0.924,1.38835
4/11/2003,440.97,23641,2733.95,4448.1,0.9299,1.39295
4/14/2003,449.61,23742,2776.78,4493.4,0.9268,1.38995
4/15/2003,452.08,23902,2834.12,4605.3,0.9268,1.3915
4/16/2003,446.78,23699,2824.68,4556.7,0.9216,1.3717
4/17/2003,453.71,23990,2899.78,4523.7,0.9171,1.38
4/18/2003,453.71,23990,2899.78,4523.7,0.9171,1.38155
4/21/2003,453.06,23990,2899.78,4523.7,0.9211,1.38895
4/22/2003,463.08,24129,2960.96,4531.3,0.9125,1.3707
4/23/2003,467.31,24378,2974.4,4586.9,0.9138,1.3768
4/24/2003,462.95,24229,2891.62,4519.1,0.9076,1.3613
4/25/2003,456.2,23793,2838.23,4475.9,0.9076,1.36175
4/28/2003,464.78,24337,2953.92,4556.5,0.9093,1.3714
4/29/2003,465.93,24294,2908.96,4510.3,0.9074,1.3619
4/30/2003,465.53,24305,2942.04,4542.7,0.8961,1.3549
5/1/2003,465.34,24305,2942.04,4542.7,0.8879,1.3449
5/2/2003,471.87,24322,2986,4516.3,0.8912,1.3438
5/5/2003,469.29,24512,3013.04,4579.6,0.8866,1.3427
5/6/2003,472.71,24818,3066.95,4640.5,0.8816,1.32485
5/7/2003,470.31,24736,3005.64,4630.5,0.8807,1.32535
5/8/2003,465.34,24392,2886.08,4521.1,0.8732,1.3145
5/9/2003,472.25,24488,2956.59,4510.5,0.8704,1.31375
5/12/2003,477.96,24455,2937.26,4479.7,0.8661,1.3103
5/13/2003,475.41,24414,2909.95,4538.6,0.8683,1.3166
5/14/2003,473.98,24478,2926.03,4546.6,0.87,1.3193
5/15/2003,477.68,24732,2989.38,4560.6,0.8722,1.325
5/16/2003,475.72,24740,2989.08,4594.8,0.8665,1.325
